movieId,title,genres,imdbId,tmdbId,overview
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,117826,9431,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current."
843,Lotto Land (1995),Drama,113695,124619,"This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involved in drugs) who falls in love with a latino girl (who is heading off to college on a full scholarship). The second is about their parents, (she works in the neighborhood liquor store; he works for the phone company). The story takes place against the backdrop of a winning lottery ticket worth $27 million being sold to someone in the neighborhood from the liquor store."
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama,108227,297645,"Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband hatches a plan to tear down the local historic fortress to find a legendary hidden treasure, she finds herself drawn to a gentler, more educated man who wants to preserve it."
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,111424,48144,Guan Jian wants to report the murder of his father who died 10 years ago. The alleged murderer whom Guan Jian accuses of the crime is his own mother.
846,Flirt (1995),Drama,113080,46986,"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?"
847,"Big Squeeze, The (1996)",Comedy|Drama,115680,144982,"Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share."
848,"Spitfire Grill, The (1996)",Drama,117718,47907,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others."
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,116225,10061,Into the 9.6-quaked Los Angeles of 2013 comes Snake Plissken. His job: wade through L.A.'s ruined landmarks to retrieve a doomsday device.
850,Cyclo (Xich lo) (1995),Crime|Drama,112767,36266,Follows a young cyclo driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.
851,Basquiat (1996),Drama,115632,549,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity."
852,Tin Cup (1996),Comedy|Drama|Romance,117918,10478,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.
853,Dingo (1991),Drama,104109,66634,"Young John Anderson is captivated by jazz musician Billy Cross when he performs on the remote airstrip of his Western Australian outback hometown after his plane is diverted. Years later, now a family man and making a meagre living tracking dingoes and playing trumpet in a local band, John still dreams of joining Billy on trumpet and makes a pilgrimage to Paris."
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,51980,116690,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?"
855,Every Other Weekend (Un week-end sur deux) (1990),Drama,100840,213917,"Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail."
856,Mille bolle blu (1993),Comedy,107575,145925,"The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the sun, that really happened during summer of '61, and it was was fully visible from Italy. He sees his family life, a young girl who is about to marry a man she doesn't love, an old man who has just died and whose relatives fight for his inheritance, a blind trumpet player who hopes to recover, his little friends..."
857,Crows and Sparrows (Wuya yu maque) (1949),Drama,42054,100914,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill."
858,"Godfather, The (1972)",Crime|Drama,68646,238,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
859,"Hippie Revolution, The (1996)",Documentary,,,
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,109255,159,The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,104558,11134,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.
862,Manny & Lo (1996),Drama,116985,88224,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.
864,"Wife, The (1995)",Comedy|Drama,114936,132641,"Ten years into a marriage, the wife is disappointed by the husband's lack of financial success, meaning she has to work and can't treat herself and the husband finds the wife slovenly and mean-spirited: she neither cooks not cleans particularly well and is generally disagreeable. In turn, he alternately ignores her and treats her as a servant. Neither is particularly happy, not helped by their unsatisfactory lodgers. The husband is easily seduced by an ex-colleague, a widow with a small child who needs some security, and considers leaving his wife."
865,Small Faces (1996),Drama,114474,42758,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him."
866,Bound (1996),Crime|Drama|Romance|Thriller,115736,9303,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her."
867,Carpool (1996),Comedy|Crime,115836,23945,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner."
868,Death in Brunswick (1991),Comedy,101692,37820,"A reserved man in need of a job, Carl Fitzgerald finds employment at a Greek restaurant. Upon meeting waitress Sophie, Carl begins dating the attractive woman. Though it seems things are improving for Carl, an unexpected situation leads to the death of Mustafa, a shady coworker, and Carl must figure out how to cover up the incident. Unsure of what to do, Carl enlists the help of his buddy, Dave, to get rid of Mustafa's corpse."
869,Kansas City (1996),Crime|Drama|Musical|Thriller,116745,22479,A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.
870,Gone Fishin' (1997),Comedy,119214,9054,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.
871,Lover's Knot (1996),Comedy,116934,241058,A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.
872,Vive L'Amour (Ai qing wan sui) (1994),Drama,109066,11985,"Three lonely young denizens of Taipei unknowingly share an apartment: May, a real estate agent who uses it for her sexual affairs; Ah-jung, her current lover; and Hsiao-kang, who's stolen the key and uses the apartment as a retreat."
873,Shadow of Angels (Schatten der Engel) (1976),Drama,75169,10232,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend, Raoul, who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers."
874,Killer: A Journal of Murder (1995),Crime|Drama,113542,59569,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks."
875,Nothing to Lose (1994),Action|Crime|Drama,110693,410921,"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences."
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,106544,38955,"As a crime wave sweeps through Hong Kong, the police call Jessica Yang, a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend – recently discharged from the force – is the leader of this ruthless crime ring!"
877,Girls Town (1996),Comedy|Drama,116418,110513,The death of a friend galvanizes three high school young women to reassess their friendship and their lives.
878,Bye-Bye (1995),Drama,112607,114089,"In Paris, Ismaél, a young Tunisian, cares for two brothers, Nouredine, a cripple, and streetwise Mouloud, 14. In haste, Ismaél and Mouloud go to Marseilles where an uncle lives. Nouredine has died in a fire, and Ismaél feels guilt on top of grief. Ismaél becomes friends with Jacky, a white man whose father and brother hate immigrants. Mouloud hangs out with cousin Rhida who breaks Islamic rules and deals hash. Ismaél decides Mouloud must return to Tunisia, but the boy runs off, becoming an acolyte to Rhida's supplier. Ismaél and Jacky's Arab girlfriend start an affair, friends betray friends, and the racism gets ugly. Can Ismaél rescue himself and Mouloud or will life in France crush them?"
879,"Relic, The (1997)",Horror|Thriller,120004,11015,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,116654,9306,A plane crash surviving attorney stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.
881,First Kid (1996),Children|Comedy,116311,12559,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand."
882,"Trigger Effect, The (1996)",Drama|Thriller,117965,58770,"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment."
884,Sweet Nothing (1996),Drama,114592,124851,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control."
885,Bogus (1996),Children|Drama|Fantasy,115725,3587,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus."
886,Bulletproof (1996),Action|Comedy|Crime,115783,10723,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up."
887,Talk of Angels (1998),Drama,120271,56077,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland"
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,113596,19004,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause."
889,1-900 (06) (1994),Drama|Romance,109001,101230,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by"
890,Baton Rouge (Bâton rouge) (1988),Thriller,94822,253632,"Poor gigolo tries to frame his rich mature mistress, but gets tangled in his own wiles."
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,113253,10987,"Six years after being presumed dead in a fire, and just as the town prepares to finally celebrate Halloween again, Michael Myers returns to Haddonfield to continue his reign of terror."
892,Twelfth Night (1996),Comedy|Drama|Romance,117991,44705,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves."
893,Mother Night (1996),Drama,117093,20318,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war."
894,Liebelei (1933),Romance,24252,43596,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune..."
895,Venice/Venice (1992),Drama,105729,79782,An atmospheric coming-of-age story featuring an imaginative young boy named Marek who dreams of escaping an increasingly dangerous Poland on the eve of war for beautiful Venice.
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,111019,26933,"As the Algerian War draws to a close, a teenager with a girlfriend starts feeling homosexual urges for two of his classmates: a country boy, and a French-Algerian intellectual."
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,35896,27854,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress.
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,32904,981,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
899,Singin' in the Rain (1952),Comedy|Musical|Romance,45152,872,"In 1927 Hollywood, a silent film star falls for a chorus girl just as he and his paranoid screen partner struggle to make the difficult transition to talking pictures."
900,"American in Paris, An (1951)",Musical|Romance,43278,2769,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art."
901,Funny Face (1957),Comedy|Musical,50419,13320,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.
902,Breakfast at Tiffany's (1961),Drama|Romance,54698,164,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way."
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,52357,426,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her."
904,Rear Window (1954),Mystery|Thriller,47396,567,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.
905,It Happened One Night (1934),Comedy|Romance,25316,3078,A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind.
906,Gaslight (1944),Drama|Thriller,36855,13528,A newlywed fears she's going mad when strange things start happening at the family mansion.
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,25164,28288,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired."
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,53125,213,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase."
909,"Apartment, The (1960)",Comedy|Drama|Romance,53604,284,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve."
910,Some Like It Hot (1959),Comedy|Crime,53291,239,Two musicians witness a mob hit and struggle to find a way out of the city. Their only opportunity comes in the form of joining an all-girl band as they prepare to leave on a tour. The two disguise themselves as women and struggle to keep their identities secret as they deal with the problems this brings.
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,56923,4808,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines."
912,Casablanca (1942),Drama|Romance,34583,289,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications."
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,33870,963,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette."
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,58385,11113,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
915,Sabrina (1954),Comedy|Romance,47437,6620,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus."
916,Roman Holiday (1953),Comedy|Drama|Romance,46250,804,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way."
917,"Little Princess, The (1939)",Children|Drama,31580,26531,A little girl goes in search of her father who is reported missing by the military during the Second Boer War.
918,Meet Me in St. Louis (1944),Musical,37059,909,Young love and childish fears highlight a year in the life of a turn-of-the-century family up to the 1904 St. Louis World's Fair.
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,32138,630,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them."
920,Gone with the Wind (1939),Drama|Romance|War,31381,770,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.
921,My Favorite Year (1982),Comedy,84370,31044,"Fledgling comic Benjy Stone can't believe his luck when his childhood hero, the swashbuckling matinee idol Alan Swann, gets booked to appear on the variety show he writes for. But when Swann arrives, he fails to live up to his silver screen image. Instead, he's a drunken womanizer who suffers from stage fright. Benjy is assigned to look after him before the show, and it's all he can do to keep his former idol from going completely off the rails."
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,43014,599,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.
923,Citizen Kane (1941),Drama|Mystery,33467,15,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event."
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,62622,62,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
925,Golden Earrings (1947),Adventure|Romance|War,39428,121357,A British colonel escapes from the Gestapo to the Black Forest and poses as a Gypsy's mate.
926,All About Eve (1950),Drama,42192,705,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit."
927,"Women, The (1939)",Comedy,32143,22490,A happily married woman lets her catty friends talk her into divorce when her husband strays.
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,32976,223,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house."
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,32484,25670,"American crime reporter John Jones is reassigned to Europe as a foreign correspondent to cover the imminent war. When he walks into the middle of an assassination and stumbles on a spy ring, he seeks help from a beautiful politician’s daughter and an urbane English journalist to uncover the truth."
930,Notorious (1946),Film-Noir|Romance|Thriller,38787,303,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover."
931,Spellbound (1945),Mystery|Romance|Thriller,38109,4174,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis."
932,"Affair to Remember, An (1957)",Drama|Romance,50105,8356,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,48728,381,"When a string of jewel robberies hits the French Riviera, suspicion falls on retired thief John “The Cat” Robie. To clear his name, he sets out to trap the copycat himself—entangling a wealthy widow and her beguiling daughter in a seductive game of pursuit, deception, and desire."
934,Father of the Bride (1950),Comedy,42451,20758,"Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way."
935,"Band Wagon, The (1953)",Comedy|Musical,45537,29376,A Broadway artiste turns a faded film star's comeback vehicle into an artsy flop.
936,Ninotchka (1939),Comedy|Romance,31725,1859,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.
937,Love in the Afternoon (1957),Comedy|Romance,50658,18299,Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.
938,Gigi (1958),Musical,51658,17281,"A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy."
939,"Reluctant Debutante, The (1958)",Comedy|Drama,52126,64382,"While visiting her father, an American teenage girl is thrown into London society during its final ""Debutante Season."""
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,29843,10907,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.
941,"Mark of Zorro, The (1940)",Adventure,32762,32093,"In 1820 Spain, the son of a California nobleman comes home to find his native land under a villainous dictatorship. On one hand, he plays the useless fop, while on the other, he is the masked avenger Zorro."
942,Laura (1944),Crime|Film-Noir|Mystery,37008,1939,A police detective falls in love with the woman whose murder he's investigating.
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,39420,22292,A young British widow rents a seaside cottage and soon becomes haunted by the ghost of its former owner.
944,Lost Horizon (1937),Drama,29162,3598,"British diplomat Robert Conway and a small group of civilians crash-land in the Himalayas, where they are rescued by the inhabitants of the hidden, idyllic valley of Shangri-La. Protected by the mountains from the world outside, where the clouds of World War II are gathering, Shangri-La provides a seductive escape for the world-weary Conway."
945,Top Hat (1935),Comedy|Musical|Romance,27125,3080,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace."
946,To Be or Not to Be (1942),Comedy|Drama|War,35446,198,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
947,My Man Godfrey (1936),Comedy|Romance,28010,13562,"Fifth Avenue socialite Irene Bullock needs a ""forgotten man"" to win a scavenger hunt, and no one is more forgotten than Godfrey Park, who resides in a dump by the East River. Irene hires Godfrey as a servant for her riotously unhinged family, to the chagrin of her spoiled sister, Cornelia, who tries her best to get Godfrey fired. As Irene falls for her new butler, Godfrey turns the tables and teaches the frivolous Bullocks a lesson or two."
948,Giant (1956),Drama|Romance|Western,49261,1712,"Wealthy rancher Bick Benedict and dirt-poor cowboy Jett Rink both woo Leslie Lynnton, a beautiful young woman from Maryland who is new to Texas. She marries Benedict, but she is shocked by the racial bigotry of the White Texans against the local people of Mexican descent. Rink discovers oil on a small plot of land, and while he uses his vast, new wealth to buy all the land surrounding the Benedict ranch, the Benedict's disagreement over prejudice fuels conflict that runs across generations."
949,East of Eden (1955),Drama,48028,220,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother."
950,"Thin Man, The (1934)",Comedy|Crime,25878,3529,A husband and wife detective team takes on the search for a missing inventor and almost get killed for their efforts.
951,His Girl Friday (1940),Comedy|Romance,32599,3085,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop."
